SYMBOL,SYMBOL WITH NS,'SYMBOL WITH NS,TICKERS,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
NATHBIOGEN,NATHBIOGEN.NS,'NATHBIOGEN.NS,'NATIONALUM.NS',Nath Bio-Genes (India) Limited,EQ,28-Jan-2014,10,1,INE448G01010,10
NATIONALUM,NATIONALUM.NS,'NATIONALUM.NS,'NATNLSTEEL.NS',National Aluminium Company Limited,EQ,28-Apr-1999,5,1,INE139A01034,5
NATNLSTEEL,NATNLSTEEL.NS,'NATNLSTEEL.NS,'NAUKRI.NS',National Steel And Agro Industries Limited,BE,26-Sep-2002,10,1,INE088B01015,10
NAUKRI,NAUKRI.NS,'NAUKRI.NS,'NAVINFLUOR.NS',Info Edge (India) Limited,EQ,21-Nov-2006,10,1,INE663F01024,10
NAVINFLUOR,NAVINFLUOR.NS,'NAVINFLUOR.NS,'NAVKARCORP.NS',Navin Fluorine International Limited,EQ,01-Jun-2007,2,1,INE048G01026,2
NAVKARCORP,NAVKARCORP.NS,'NAVKARCORP.NS,'NAVNETEDUL.NS',Navkar Corporation Limited,EQ,09-Sep-2015,10,1,INE278M01019,10
NAVNETEDUL,NAVNETEDUL.NS,'NAVNETEDUL.NS,'NAZARA.NS',Navneet Education Limited,EQ,08-Feb-1995,2,1,INE060A01024,2
NAZARA,NAZARA.NS,'NAZARA.NS,'NBCC.NS',Nazara Technologies Limited,EQ,30-Mar-2021,4,1,INE418L01021,4
NBCC,NBCC.NS,'NBCC.NS,'NBIFIN.NS',NBCC (India) Limited,EQ,12-Apr-2012,1,1,INE095N01031,1
NBIFIN,NBIFIN.NS,'NBIFIN.NS,'NBVENTURES.NS',N. B. I. Industrial Finance Company Limited,EQ,23-Nov-2016,5,1,INE365I01020,5
NBVENTURES,NBVENTURES.NS,'NBVENTURES.NS,'NCC.NS',Nava Bharat Ventures Limited,EQ,03-Apr-1996,2,1,INE725A01022,2
NCC,NCC.NS,'NCC.NS,'NCLIND.NS',NCC Limited,EQ,14-Oct-2003,2,1,INE868B01028,2
NCLIND,NCLIND.NS,'NCLIND.NS,'NDGL.NS',NCL Industries Limited,EQ,03-Apr-2007,10,1,INE732C01016,10
NDGL,NDGL.NS,'NDGL.NS,'NDL.NS',Naga Dhunseri Group Limited,EQ,29-Aug-2016,10,1,INE756C01015,10
NDL,NDL.NS,'NDL.NS,'NDRAUTO.NS',Nandan Denim Limited,EQ,23-Mar-2012,10,1,INE875G01030,10
NDRAUTO,NDRAUTO.NS,'NDRAUTO.NS,'NDTV.NS',Ndr Auto Components Limited,EQ,30-Jul-2020,10,1,INE07OG01012,10
NDTV,NDTV.NS,'NDTV.NS,'NECCLTD.NS',New Delhi Television Limited,EQ,19-May-2004,4,1,INE155G01029,4
NECCLTD,NECCLTD.NS,'NECCLTD.NS,'NECLIFE.NS',North Eastern Carrying Corporation Limited,EQ,02-Mar-2016,10,1,INE553C01016,10
NECLIFE,NECLIFE.NS,'NECLIFE.NS,'NELCAST.NS',Nectar Lifesciences Limited,EQ,18-Jul-2005,1,1,INE023H01027,1
NELCAST,NELCAST.NS,'NELCAST.NS,'NELCO.NS',Nelcast Limited,EQ,27-Jun-2007,2,1,INE189I01024,2
NELCO,NELCO.NS,'NELCO.NS,'NEOGEN.NS',NELCO Limited,EQ,28-May-2003,10,1,INE045B01015,10
NEOGEN,NEOGEN.NS,'NEOGEN.NS,'NESCO.NS',Neogen Chemicals Limited,EQ,08-May-2019,10,1,INE136S01016,10
NESCO,NESCO.NS,'NESCO.NS,'NESTLEIND.NS',Nesco Limited,EQ,08-Apr-2008,2,1,INE317F01035,2
NESTLEIND,NESTLEIND.NS,'NESTLEIND.NS,'NETWORK18.NS',Nestle India Limited,EQ,08-Jan-2010,10,1,INE239A01016,10
NETWORK18,NETWORK18.NS,'NETWORK18.NS,'NEULANDLAB.NS',Network18 Media & Investments Limited,EQ,02-Feb-2007,5,1,INE870H01013,5
NEULANDLAB,NEULANDLAB.NS,'NEULANDLAB.NS,'NEWGEN.NS',Neuland Laboratories Limited,EQ,13-Oct-2008,10,1,INE794A01010,10
NEWGEN,NEWGEN.NS,'NEWGEN.NS,'NEXTMEDIA.NS',Newgen Software Technologies Limited,EQ,29-Jan-2018,10,1,INE619B01017,10
NEXTMEDIA,NEXTMEDIA.NS,'NEXTMEDIA.NS,'NFL.NS',Next Mediaworks Limited,EQ,04-Apr-2001,10,1,INE747B01016,10
NFL,NFL.NS,'NFL.NS,'NH.NS',National Fertilizers Limited,EQ,28-Dec-2006,10,1,INE870D01012,10
NH,NH.NS,'NH.NS,'NHPC.NS',Narayana Hrudayalaya Ltd.,EQ,06-Jan-2016,10,1,INE410P01011,10
NHPC,NHPC.NS,'NHPC.NS,'NIACL.NS',NHPC Limited,EQ,01-Sep-2009,10,1,INE848E01016,10
NIACL,NIACL.NS,'NIACL.NS,'NIBL.NS',The New India Assurance Company Limited,EQ,13-Nov-2017,5,1,INE470Y01017,5
NIBL,NIBL.NS,'NIBL.NS,'NIITLTD.NS',NRB Industrial Bearings Limited,BE,09-Apr-2013,2,1,INE047O01014,2
NIITLTD,NIITLTD.NS,'NIITLTD.NS,'NILAINFRA.NS',NIIT Limited,EQ,16-Aug-2004,2,1,INE161A01038,2
NILAINFRA,NILAINFRA.NS,'NILAINFRA.NS,'NILASPACES.NS',Nila Infrastructures Limited,EQ,21-May-2015,1,1,INE937C01029,1
NILASPACES,NILASPACES.NS,'NILASPACES.NS,'NILKAMAL.NS',Nila Spaces Limited,EQ,28-Dec-2018,1,1,INE00S901012,1
NILKAMAL,NILKAMAL.NS,'NILKAMAL.NS,'NIPPOBATRY.NS',Nilkamal Limited,EQ,01-Nov-1995,10,1,INE310A01015,10
NIPPOBATRY,NIPPOBATRY.NS,'NIPPOBATRY.NS,'NIRAJ.NS',Indo-National Limited,EQ,06-Oct-1999,10,1,INE567A01010,10
NIRAJ,NIRAJ.NS,'NIRAJ.NS,'NIRAJISPAT.NS',Niraj Cement Structurals Limited,EQ,01-Oct-2020,10,1,INE368I01016,10
NIRAJISPAT,NIRAJISPAT.NS,'NIRAJISPAT.NS,'NITCO.NS',Niraj Ispat Industries Limited,BE,27-Oct-2016,10,1,INE326T01011,10
NITCO,NITCO.NS,'NITCO.NS,'NITINFIRE.NS',Nitco Limited,EQ,21-Mar-2006,10,1,INE858F01012,10
NITINFIRE,NITINFIRE.NS,'NITINFIRE.NS,'NITINSPIN.NS',Nitin Fire Protection Industries Limited,BZ,05-Jun-2007,2,1,INE489H01020,2
NITINSPIN,NITINSPIN.NS,'NITINSPIN.NS,'NITIRAJ.NS',Nitin Spinners Limited,EQ,02-Feb-2006,10,1,INE229H01012,10
NITIRAJ,NITIRAJ.NS,'NITIRAJ.NS,'NKIND.NS',Nitiraj Engineers Limited,EQ,22-Apr-2021,10,1,INE439T01012,10
NKIND,NKIND.NS,'NKIND.NS,'NLCINDIA.NS',NK Industries Limited,BE,07-Jul-1995,10,1,INE542C01019,10
NLCINDIA,NLCINDIA.NS,'NLCINDIA.NS,'NMDC.NS',NLC India Limited,EQ,23-Aug-2000,10,1,INE589A01014,10
NMDC,NMDC.NS,'NMDC.NS,'NOCIL.NS',NMDC Limited,EQ,03-Mar-2008,1,1,INE584A01023,1
NOCIL,NOCIL.NS,'NOCIL.NS,'NOIDATOLL.NS',NOCIL Limited,EQ,17-Jan-1996,10,1,INE163A01018,10
NOIDATOLL,NOIDATOLL.NS,'NOIDATOLL.NS,'NORBTEAEXP.NS',Noida Toll Bridge Company Limited,EQ,06-Dec-2002,10,1,INE781B01015,10
NORBTEAEXP,NORBTEAEXP.NS,'NORBTEAEXP.NS,'NOVARTIND.NS',Norben Tea & Exports Limited,EQ,26-Jun-1996,10,1,INE369C01017,10
NOVARTIND,NOVARTIND.NS,'NOVARTIND.NS,'NRAIL.NS',Novartis India Limited,EQ,08-Nov-2000,5,1,INE234A01025,5
NRAIL,NRAIL.NS,'NRAIL.NS,'NRBBEARING.NS',N R Agarwal Industries Limited,EQ,05-Apr-2017,10,1,INE740D01017,10
NRBBEARING,NRBBEARING.NS,'NRBBEARING.NS,'NSIL.NS',NRB Bearing Limited,EQ,08-Mar-2000,2,1,INE349A01021,2
NSIL,NSIL.NS,'NSIL.NS,'NTL.NS',Nalwa Sons Investments Limited,EQ,17-Nov-2003,10,1,INE023A01030,10
NTL,NTL.NS,'NTL.NS,'NTPC.NS',Neueon Towers Limited,EQ,11-Sep-2013,10,1,INE333I01036,10
NTPC,NTPC.NS,'NTPC.NS,'NUCLEUS.NS',NTPC Limited,EQ,05-Nov-2004,10,1,INE733E01010,10
NUCLEUS,NUCLEUS.NS,'NUCLEUS.NS,'NURECA.NS',Nucleus Software Exports Limited,EQ,19-Dec-2002,10,1,INE096B01018,10
NURECA,NURECA.NS,'NURECA.NS,'NXTDIGITAL.NS',Nureca Limited,EQ,25-Feb-2021,10,1,INE0DSF01015,10
NXTDIGITAL,NXTDIGITAL.NS,'NXTDIGITAL.NS,'OAL.NS',NXTDIGITAL LIMITED,EQ,24-Apr-2007,10,1,INE353A01023,10
OAL,OAL.NS,'OAL.NS,'OBEROIRLTY.NS',Oriental Aromatics Limited,EQ,11-Jul-2019,5,1,INE959C01023,5
OBEROIRLTY,OBEROIRLTY.NS,'OBEROIRLTY.NS,'OCCL.NS',Oberoi Realty Limited,EQ,20-Oct-2010,10,1,INE093I01010,10
OCCL,OCCL.NS,'OCCL.NS,'OFSS.NS',Oriental Carbon & Chemicals Limited,EQ,27-Jan-2016,10,1,INE321D01016,10
OFSS,OFSS.NS,'OFSS.NS,'OIL.NS',Oracle Financial Services Software Limited,EQ,28-Jun-2002,5,1,INE881D01027,5
OIL,OIL.NS,'OIL.NS,'OLECTRA.NS',Oil India Limited,EQ,30-Sep-2009,10,1,INE274J01014,10
OLECTRA,OLECTRA.NS,'OLECTRA.NS,'OMAXAUTO.NS',Olectra Greentech Limited,EQ,20-Mar-2002,4,1,INE260D01016,4
OMAXAUTO,OMAXAUTO.NS,'OMAXAUTO.NS,'OMAXE.NS',Omax Autos Limited,EQ,20-Feb-2003,10,1,INE090B01011,10
OMAXE,OMAXE.NS,'OMAXE.NS,'OMINFRAL.NS',Omaxe Limited,EQ,09-Aug-2007,10,1,INE800H01010,10
OMINFRAL,OMINFRAL.NS,'OMINFRAL.NS,'ONELIFECAP.NS',OM INFRA LIMITED,EQ,17-Jun-2011,1,1,INE239D01028,1
ONELIFECAP,ONELIFECAP.NS,'ONELIFECAP.NS,'ONEPOINT.NS',Onelife Capital Advisors Limited,EQ,17-Oct-2011,10,1,INE912L01015,10
ONEPOINT,ONEPOINT.NS,'ONEPOINT.NS,'ONGC.NS',One Point One Solutions Limited,BE,09-May-2019,10,1,INE840Y01011,10
ONGC,ONGC.NS,'ONGC.NS,'ONMOBILE.NS',Oil & Natural Gas Corporation Limited,EQ,19-Jul-1995,5,1,INE213A01029,5
ONMOBILE,ONMOBILE.NS,'ONMOBILE.NS,'ONWARDTEC.NS',OnMobile Global Limited,EQ,19-Feb-2008,10,1,INE809I01019,10
ONWARDTEC,ONWARDTEC.NS,'ONWARDTEC.NS,'OPTIEMUS.NS',Onward Technologies Limited,EQ,07-Mar-2001,10,1,INE229A01017,10
OPTIEMUS,OPTIEMUS.NS,'OPTIEMUS.NS,'OPTOCIRCUI.NS',Optiemus Infracom Limited,EQ,08-Aug-2017,10,1,INE350C01017,10
OPTOCIRCUI,OPTOCIRCUI.NS,'OPTOCIRCUI.NS,'ORBTEXP.NS',Opto Circuits (India) Limited,BE,25-Aug-2003,10,1,INE808B01016,10
ORBTEXP,ORBTEXP.NS,'ORBTEXP.NS,'ORCHPHARMA.NS',Orbit Exports Limited,EQ,05-Nov-2013,10,1,INE231G01010,10
ORCHPHARMA,ORCHPHARMA.NS,'ORCHPHARMA.NS,'ORICONENT.NS',Orchid Pharma Limited,EQ,02-Nov-2020,10,1,INE191A01027,10
ORICONENT,ORICONENT.NS,'ORICONENT.NS,'ORIENTABRA.NS',Oricon Enterprises Limited,EQ,24-Jul-2015,2,1,INE730A01022,2
ORIENTABRA,ORIENTABRA.NS,'ORIENTABRA.NS,'ORIENTALTL.NS',Orient Abrasives Limited,EQ,15-Dec-2005,1,1,INE569C01020,1
ORIENTALTL,ORIENTALTL.NS,'ORIENTALTL.NS,'ORIENTBELL.NS',Oriental Trimex Limited,EQ,07-Mar-2007,10,1,INE998H01012,10
ORIENTBELL,ORIENTBELL.NS,'ORIENTBELL.NS,'ORIENTCEM.NS',Orient Bell Limited,EQ,14-Feb-2007,10,1,INE607D01018,10
ORIENTCEM,ORIENTCEM.NS,'ORIENTCEM.NS,'ORIENTELEC.NS',Orient Cement Limited,EQ,12-Jul-2013,1,1,INE876N01018,1
ORIENTELEC,ORIENTELEC.NS,'ORIENTELEC.NS,'ORIENTHOT.NS',Orient Electric Limited,EQ,14-May-2018,1,1,INE142Z01019,1
ORIENTHOT,ORIENTHOT.NS,'ORIENTHOT.NS,'ORIENTLTD.NS',Oriental Hotels Limited,EQ,27-Aug-1998,1,1,INE750A01020,1
ORIENTLTD,ORIENTLTD.NS,'ORIENTLTD.NS,'ORIENTPPR.NS',Orient Press Limited,EQ,03-Mar-2010,10,1,INE609C01024,10
ORIENTPPR,ORIENTPPR.NS,'ORIENTPPR.NS,'ORIENTREF.NS',Orient Paper & Industries Limited,EQ,29-Mar-1995,1,1,INE592A01026,1
ORIENTREF,ORIENTREF.NS,'ORIENTREF.NS,'ORISSAMINE.NS',Orient Refractories Limited,EQ,12-Mar-2012,1,1,INE743M01012,1
ORISSAMINE,ORISSAMINE.NS,'ORISSAMINE.NS,'ORTEL.NS',The Orissa Minerals Development Company Limited,EQ,29-Sep-2010,1,1,INE725E01024,1
ORTEL,ORTEL.NS,'ORTEL.NS,'ORTINLAB.NS',Ortel Communications Limited,BZ,19-Mar-2015,10,1,INE849L01019,10
ORTINLAB,ORTINLAB.NS,'ORTINLAB.NS,'OSWALAGRO.NS',Ortin Laboratories Limited,EQ,30-Mar-2021,10,1,INE749B01020,10
OSWALAGRO,OSWALAGRO.NS,'OSWALAGRO.NS,'PAEL.NS',Oswal Agro Mills Limited,EQ,29-Mar-1995,10,1,INE142A01012,10
PAEL,PAEL.NS,'PAEL.NS,'PAGEIND.NS',PAE Limited,BZ,12-Apr-1995,10,1,INE766A01018,10
PAGEIND,PAGEIND.NS,'PAGEIND.NS,'PAISALO.NS',Page Industries Limited,EQ,16-Mar-2007,10,1,INE761H01022,10
PAISALO,PAISALO.NS,'PAISALO.NS,'PALASHSECU.NS',Paisalo Digital Limited,EQ,17-Oct-2011,10,1,INE420C01042,10
PALASHSECU,PALASHSECU.NS,'PALASHSECU.NS,'PALREDTEC.NS',Palash Securities Limited,EQ,28-Jul-2017,10,1,INE471W01019,10
PALREDTEC,PALREDTEC.NS,'PALREDTEC.NS,'PANACEABIO.NS',Palred Technologies Limited,EQ,09-May-2016,10,1,INE218G01033,10
PANACEABIO,PANACEABIO.NS,'PANACEABIO.NS,'PANACHE.NS',Panacea Biotec Limited,EQ,17-Apr-1996,1,1,INE922B01023,1
PANACHE,PANACHE.NS,'PANACHE.NS,'PANAMAPET.NS',Panache Digilife Limited,EQ,06-Jan-2020,10,1,INE895W01019,10
PANAMAPET,PANAMAPET.NS,'PANAMAPET.NS,'PARACABLES.NS',Panama Petrochem Limited,EQ,30-Sep-2011,2,1,INE305C01029,2
PARACABLES,PARACABLES.NS,'PARACABLES.NS,'PARAGMILK.NS',Paramount Communications Limited,EQ,03-Jan-2007,2,1,INE074B01023,2
PARAGMILK,PARAGMILK.NS,'PARAGMILK.NS,'PARSVNATH.NS',Parag Milk Foods Limited,EQ,19-May-2016,10,1,INE883N01014,10
PARSVNATH,PARSVNATH.NS,'PARSVNATH.NS,'PATELENG.NS',Parsvnath Developers Limited,EQ,30-Nov-2006,5,1,INE561H01026,5
PATELENG,PATELENG.NS,'PATELENG.NS,'PATINTLOG.NS',Patel Engineering Limited,EQ,24-Feb-2005,1,1,INE244B01030,1
PATINTLOG,PATINTLOG.NS,'PATINTLOG.NS,'PATSPINLTD.NS',Patel Integrated Logistics Limited,EQ,11-Jan-2008,10,1,INE529D01014,10
PATSPINLTD,PATSPINLTD.NS,'PATSPINLTD.NS,'PCJEWELLER.NS',Patspin India Limited,EQ,10-May-1995,10,1,INE790C01014,10
PCJEWELLER,PCJEWELLER.NS,'PCJEWELLER.NS,'PDMJEPAPER.NS',PC Jeweller Limited,EQ,27-Dec-2012,10,1,INE785M01013,10
PDMJEPAPER,PDMJEPAPER.NS,'PDMJEPAPER.NS,'PDSMFL.NS',Pudumjee Paper Products Limited,EQ,30-Mar-2016,1,1,INE865T01018,1
PDSMFL,PDSMFL.NS,'PDSMFL.NS,'PEARLPOLY.NS',PDS Multinational Fashions Limited,EQ,21-Oct-2014,10,1,INE111Q01013,10
PEARLPOLY,PEARLPOLY.NS,'PEARLPOLY.NS,'PEL.NS',Pearl Polymers Limited,EQ,11-Oct-1995,10,1,INE844A01013,10
PEL,PEL.NS,'PEL.NS,'PENIND.NS',Piramal Enterprises Limited,EQ,08-Feb-1995,2,1,INE140A01024,2
PENIND,PENIND.NS,'PENIND.NS,'PENINLAND.NS',Pennar Industries Limited,EQ,25-Nov-2010,5,1,INE932A01024,5
PENINLAND,PENINLAND.NS,'PENINLAND.NS,'PERSISTENT.NS',Peninsula Land Limited,BE,08-Feb-1995,2,1,INE138A01028,2
PERSISTENT,PERSISTENT.NS,'PERSISTENT.NS,'PETRONET.NS',Persistent Systems Limited,EQ,06-Apr-2010,10,1,INE262H01013,10
PETRONET,PETRONET.NS,'PETRONET.NS,'PFC.NS',Petronet LNG Limited,EQ,26-Mar-2004,10,1,INE347G01014,10
PFC,PFC.NS,'PFC.NS,'PFIZER.NS',Power Finance Corporation Limited,EQ,23-Feb-2007,10,1,INE134E01011,10
PFIZER,PFIZER.NS,'PFIZER.NS,'PFOCUS.NS',Pfizer Limited,EQ,28-Apr-1999,10,1,INE182A01018,10
PFOCUS,PFOCUS.NS,'PFOCUS.NS,'PFS.NS',Prime Focus Limited,BE,20-Jun-2006,1,1,INE367G01038,1
PFS,PFS.NS,'PFS.NS,'PGEL.NS',PTC India Financial Services Limited,EQ,30-Mar-2011,10,1,INE560K01014,10
PGEL,PGEL.NS,'PGEL.NS,'PGHH.NS',PG Electroplast Limited,EQ,26-Sep-2011,10,1,INE457L01011,10
PGHH,PGHH.NS,'PGHH.NS,'PGHL.NS',Procter & Gamble Hygiene and Health Care Limited,EQ,07-Jul-2004,10,1,INE179A01014,10
PGHL,PGHL.NS,'PGHL.NS,'PGIL.NS',Procter & Gamble Health Limited,EQ,24-Apr-1996,10,1,INE199A01012,10
PGIL,PGIL.NS,'PGIL.NS,'PHILIPCARB.NS',Pearl Global Industries Limited,EQ,15-Feb-2007,10,1,INE940H01014,10
PHILIPCARB,PHILIPCARB.NS,'PHILIPCARB.NS,'PHOENIXLTD.NS',Phillips Carbon Black Limited,EQ,29-Mar-1995,2,1,INE602A01023,2
PHOENIXLTD,PHOENIXLTD.NS,'PHOENIXLTD.NS,'PIDILITIND.NS',The Phoenix Mills Limited,EQ,23-Apr-2007,2,1,INE211B01039,2
PIDILITIND,PIDILITIND.NS,'PIDILITIND.NS,'PIIND.NS',Pidilite Industries Limited,EQ,29-Mar-1995,1,1,INE318A01026,1
PIIND,PIIND.NS,'PIIND.NS,'PILANIINVS.NS',PI Industries Limited,EQ,15-Jun-2011,1,1,INE603J01030,1
PILANIINVS,PILANIINVS.NS,'PILANIINVS.NS,'PILITA.NS',Pilani Investment and Industries Corporation Limited,EQ,08-Dec-2015,10,1,INE417C01014,10
PILITA,PILITA.NS,'PILITA.NS,'PIONDIST.NS',PIL ITALICA LIFESTYLE LIMITED,EQ,07-Oct-2013,1,1,INE600A01035,1
PIONDIST,PIONDIST.NS,'PIONDIST.NS,'PIONEEREMB.NS',Pioneer Distilleries Limited,EQ,15-Jun-2010,10,1,INE889E01010,10
PIONEEREMB,PIONEEREMB.NS,'PIONEEREMB.NS,'PITTIENG.NS',Pioneer Embroideries Limited,EQ,16-May-2006,10,1,INE156C01018,10
PITTIENG,PITTIENG.NS,'PITTIENG.NS,'PKTEA.NS',Pitti Engineering Limited,EQ,02-Feb-2007,5,1,INE450D01021,5
PKTEA,PKTEA.NS,'PKTEA.NS,'PLASTIBLEN.NS',The Peria Karamalai Tea & Produce Company Limited,BE,19-Aug-2015,10,1,INE431F01018,10
PLASTIBLEN,PLASTIBLEN.NS,'PLASTIBLEN.NS,'PNB.NS',Plastiblends India Limited,EQ,28-Dec-2006,5,1,INE083C01022,5
PNB,PNB.NS,'PNB.NS,'PNBGILTS.NS',Punjab National Bank,EQ,24-Apr-2002,2,1,INE160A01022,2
PNBGILTS,PNBGILTS.NS,'PNBGILTS.NS,'PNBHOUSING.NS',PNB Gilts Limited,EQ,18-Sep-2000,10,1,INE859A01011,10
PNBHOUSING,PNBHOUSING.NS,'PNBHOUSING.NS,'PNC.NS',PNB Housing Finance Limited,EQ,07-Nov-2016,10,1,INE572E01012,10
PNC,PNC.NS,'PNC.NS,'PNCINFRA.NS',Pritish Nandy Communications Limited,BE,11-Dec-2000,10,1,INE392B01011,10
PNCINFRA,PNCINFRA.NS,'PNCINFRA.NS,'PODDARHOUS.NS',PNC Infratech Limited,EQ,26-May-2015,2,1,INE195J01029,2
PODDARHOUS,PODDARHOUS.NS,'PODDARHOUS.NS,'PODDARMENT.NS',Poddar Housing and Development Limited,EQ,10-Apr-2017,10,1,INE888B01018,10
PODDARMENT,PODDARMENT.NS,'PODDARMENT.NS,'POKARNA.NS',Poddar Pigments Limited,EQ,22-Nov-2016,10,1,INE371C01013,10
POKARNA,POKARNA.NS,'POKARNA.NS,'POLYCAB.NS',Pokarna Limited,EQ,07-Jul-2016,2,1,INE637C01025,2
POLYCAB,POLYCAB.NS,'POLYCAB.NS,'POLYMED.NS',Polycab India Limited,EQ,16-Apr-2019,10,1,INE455K01017,10
POLYMED,POLYMED.NS,'POLYMED.NS,'POLYPLEX.NS',Poly Medicure Limited,EQ,07-Dec-2011,5,1,INE205C01021,5
POLYPLEX,POLYPLEX.NS,'POLYPLEX.NS,'PONNIERODE.NS',Polyplex Corporation Limited,EQ,11-Apr-2003,10,1,INE633B01018,10
PONNIERODE,PONNIERODE.NS,'PONNIERODE.NS,'POWERGRID.NS',Ponni Sugars (Erode) Limited,EQ,16-Apr-2002,10,1,INE838E01017,10
POWERGRID,POWERGRID.NS,'POWERGRID.NS,'POWERINDIA.NS',Power Grid Corporation of India Limited,EQ,05-Oct-2007,10,1,INE752E01010,10
POWERINDIA,POWERINDIA.NS,'POWERINDIA.NS,'POWERMECH.NS',ABB Power Products and Systems India Limited,EQ,30-Mar-2020,2,1,INE07Y701011,2
POWERMECH,POWERMECH.NS,'POWERMECH.NS,'PPAP.NS',Power Mech Projects Limited,EQ,26-Aug-2015,10,1,INE211R01019,10
PPAP,PPAP.NS,'PPAP.NS,'PPL.NS',PPAP Automotive Limited,EQ,11-Jan-2008,10,1,INE095I01015,10
PPL,PPL.NS,'PPL.NS,'PRADIP.NS',Prakash Pipes Limited,EQ,14-Jun-2019,10,1,INE050001010,10
PRADIP,PRADIP.NS,'PRADIP.NS,'PRAENG.NS',Pradip Overseas Limited,BE,05-Apr-2010,10,1,INE495J01015,10
PRAENG,PRAENG.NS,'PRAENG.NS,'PRAJIND.NS',Prajay Engineers Syndicate Limited,EQ,02-Jan-2007,10,1,INE505C01016,10
PRAJIND,PRAJIND.NS,'PRAJIND.NS,'PRAKASH.NS',Praj Industries Limited,EQ,11-Oct-1995,2,1,INE074A01025,2
PRAKASH,PRAKASH.NS,'PRAKASH.NS,'PRAKASHSTL.NS',Prakash Industries Limited,EQ,10-May-1995,10,1,INE603A01013,10
PRAKASHSTL,PRAKASHSTL.NS,'PRAKASHSTL.NS,'PRAXIS.NS',Prakash Steelage Limited,EQ,25-Aug-2010,1,1,INE696K01024,1
PRAXIS,PRAXIS.NS,'PRAXIS.NS,'PRECAM.NS',Praxis Home Retail Limited,EQ,31-Jan-2018,5,1,INE546Y01022,5
PRECAM,PRECAM.NS,'PRECAM.NS,'PRECOT.NS',Precision Camshafts Limited,EQ,08-Feb-2016,10,1,INE484I01029,10
PRECOT,PRECOT.NS,'PRECOT.NS,'PRECWIRE.NS',Precot Limited,EQ,19-Aug-2005,10,1,INE283A01014,10
PRECWIRE,PRECWIRE.NS,'PRECWIRE.NS,'PREMEXPLN.NS',Precision Wires India Limited,EQ,06-Sep-1995,5,1,INE372C01029,5
PREMEXPLN,PREMEXPLN.NS,'PREMEXPLN.NS,'PREMIER.NS',Premier Explosives Limited,EQ,17-Jun-2016,10,1,INE863B01011,10
PREMIER,PREMIER.NS,'PREMIER.NS,'PREMIERPOL.NS',Premier Limited,EQ,03-Apr-1996,10,1,INE342A01018,10
PREMIERPOL,PREMIERPOL.NS,'PREMIERPOL.NS,'PRESSMN.NS',Premier Polyfilm Limited,EQ,13-Dec-1995,5,1,INE309M01012,5
PRESSMN,PRESSMN.NS,'PRESSMN.NS,'PRESTIGE.NS',Pressman Advertising Limited,EQ,05-Jan-2005,2,1,INE980A01023,2
PRESTIGE,PRESTIGE.NS,'PRESTIGE.NS,'PRICOLLTD.NS',Prestige Estates Projects Limited,EQ,27-Oct-2010,10,1,INE811K01011,10
PRICOLLTD,PRICOLLTD.NS,'PRICOLLTD.NS,'PRIMESECU.NS',Pricol Limited,EQ,10-Feb-2017,1,1,INE726V01018,1
PRIMESECU,PRIMESECU.NS,'PRIMESECU.NS,'PRINCEPIPE.NS',Prime Securities Limited,EQ,17-Jun-2005,5,1,INE032B01021,5
PRINCEPIPE,PRINCEPIPE.NS,'PRINCEPIPE.NS,'PRIVISCL.NS',Prince Pipes And Fittings Limited,EQ,30-Dec-2019,10,1,INE689W01016,10
PRIVISCL,PRIVISCL.NS,'PRIVISCL.NS,'PROZONINTU.NS',Privi Speciality Chemicals Limited,EQ,08-May-2015,10,1,INE959A01019,10
PROZONINTU,PROZONINTU.NS,'PROZONINTU.NS,'PRSMJOHNSN.NS',Prozone Intu Properties Limited,EQ,12-Sep-2012,2,1,INE195N01013,2
PRSMJOHNSN,PRSMJOHNSN.NS,'PRSMJOHNSN.NS,'PSB.NS',Prism Johnson Limited,EQ,20-Aug-2003,10,1,INE010A01011,10
PSB,PSB.NS,'PSB.NS,'PSPPROJECT.NS',Punjab & Sind Bank,EQ,30-Dec-2010,10,1,INE608A01012,10
PSPPROJECT,PSPPROJECT.NS,'PSPPROJECT.NS,'PTC.NS',PSP Projects Limited,EQ,29-May-2017,10,1,INE488V01015,10
PTC,PTC.NS,'PTC.NS,'PTL.NS',PTC India Limited,EQ,07-Apr-2004,10,1,INE877F01012,10
PTL,PTL.NS,'PTL.NS,'PUNJABCHEM.NS',PTL Enterprises Limited,EQ,29-Jan-2007,2,1,INE034D01031,2
PUNJABCHEM,PUNJABCHEM.NS,'PUNJABCHEM.NS,'PUNJLLOYD.NS',Punjab Chemicals & Crop Protection Limited,EQ,08-Mar-2007,10,1,INE277B01014,10
PUNJLLOYD,PUNJLLOYD.NS,'PUNJLLOYD.NS,'PURVA.NS',Punj Lloyd Limited,BZ,06-Jan-2006,2,1,INE701B01021,2
PURVA,PURVA.NS,'PURVA.NS,'PVR.NS',Puravankara Limited,EQ,30-Aug-2007,5,1,INE323I01011,5
PVR,PVR.NS,'PVR.NS,'QUESS.NS',PVR Limited,EQ,04-Jan-2006,10,1,INE191H01014,10
