Security Code,Issuer Name,Security Id,SYMBOL WITH BO,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
539861,,SKIL,SKIL.BO,SKIL Infrastructure Ltd,Active,B,10,INE429F01012,Construction & Engineering,Equity
539871,,THYROCARE,THYROCARE.BO,Thyrocare Technologies Ltd,Active,A,10,INE594H01019,Healthcare Services,Equity
539872,,BAJAJHCARE,BAJAJHCARE.BO,Bajaj Healthcare Ltd,Active,B,10,INE411U01019,Pharmaceuticals,Equity
539874,,UJJIVAN,UJJIVAN.BO,Ujjivan Financial Services Ltd,Active,A,10,INE334L01012,Finance (including NBFCs),Equity
539875,,RSDFIN,RSDFIN.BO,RSD Finance Ltd,Active,X,5,INE616F01022,Investment Companies,Equity
539876,,CROMPTON,CROMPTON.BO,Crompton Greaves Consumer Electricals Ltd,Active,A,2,INE299U01018,Household Appliances,Equity
539883,,PILANIINVS,PILANIINVS.BO,Pilani Investment and Industries Corporation Ltd,Active,A,10,INE417C01014,Holding Companies,Equity
539884,,DARSHANORNA,DARSHANORNA.BO,Darshan Orna Ltd,Active,B,10,INE671T01010,Other Apparels & Accessories,Equity
539889,,PARAGMILK,PARAGMILK.BO,Parag Milk Foods Ltd,Active,A,10,INE883N01014,Packaged Foods,Equity
539894,,MADHAVIPL,MADHAVIPL.BO,Madhav Infra Projects Ltd,Active,X,1,INE631R01026,Construction & Engineering,Equity
539895,,SAGL,SAGL.BO,Shalimar Agencies Ltd,Active,X,10,INE631E01016,Other Financial Services,Equity
539909,,LATENT,LATENT.BO,Latent Light Finance Ltd,Active,XT,10,INE515K01018,Finance (including NBFCs),Equity
539910,,KOCL,KOCL.BO,Kome-On Communication Ltd,Active,XT,10,INE833C01012,Movies & Entertainment,Equity
539917,,NAGARFERT,NAGARFERT.BO,Nagarjuna Fertilizers and Chemicals Ltd,Active,B,1,INE454M01024,Fertilizers,Equity
539921,,SEIL,SEIL.BO,Shanti Educational Initiatives Ltd,Active,T,10,INE440T01010,Education,Equity
539922,,RGIL,RGIL.BO,Rotographics (India) Ltd,Active,X,10,INE364S01014,Comm.Trading  & Distribution,Equity
539927,,LIKHAMI,LIKHAMI.BO,Likhami Consulting Ltd,Active,XT,10,INE920T01011,Consulting Services,Equity
539938,,MIL,MIL.BO,Medico Intercontinental Ltd,Active,XT,10,INE858Q01019,Other Financial Services,Equity
539939,,YASHCHEM,YASHCHEM.BO,Yash Chemex Ltd,Active,B,10,INE571U01010,Specialty Chemicals,Equity
539940,,MAXVIL,MAXVIL.BO,Max Ventures and Industries Ltd,Active,B,10,INE154U01015,Holding Companies,Equity
539945,,ICICINV20,ICICINV20.BO,ICICI Prudential NV20 ETF,Active,B,10,INF109KB1WY5,,Equity
539946,,BAZELINTER,BAZELINTER.BO,Bazel International Ltd,Active,XT,10,INE217E01014,Finance (including NBFCs),Equity
539947,,JLL,JLL.BO,Jindal Leasefin Ltd,Active,XT,10,INE919T01013,Investment Companies,Equity
539956,,TAALENT,TAALENT.BO,TAAL Enterprises Ltd,Active,X,10,INE524T01011,Airlines,Equity
539957,,MGL,MGL.BO,Mahanagar Gas Ltd,Active,A,10,INE002S01010,Utilities:Non-Elec.,Equity
539963,,ZEAL,ZEAL.BO,Zeal Aqua Ltd,Active,B,10,INE819S01017,Other Food Products,Equity
539978,,QUESS,QUESS.BO,Quess Corp Ltd,Active,A,10,INE615P01015,Diversified,Equity
539980,,ICICIMCAP,ICICIMCAP.BO,ICICI Prudential Midcap Select ETF,Active,B,10,INF109KB1XT3,,Equity
539982,,ASYL,ASYL.BO,Advance Syntex Ltd,Active,T,10,INE184U01012,Containers & Packaging,Equity
539984,,HUIL,HUIL.BO,Hindusthan Urban Infrastructure Ltd,Active,X,10,INE799B01017,Electronic Components,Equity
539985,,TITAANIUM,TITAANIUM.BO,Titaanium Ten Enterprise Ltd,Active,M,10,INE120V01014,Textiles,Equity
539986,,COMSYN,COMSYN.BO,Commercial Syn Bags Ltd,Active,B,10,INE073V01015,Containers & Packaging,Equity
539991,,CFEL,CFEL.BO,Confidence Futuristic Energetech Ltd,Active,X,10,INE700F01016,Comm.Trading  & Distribution,Equity
539992,,LLOYDSTEEL,LLOYDSTEEL.BO,Lloyds Steels Industries Ltd,Active,B,1,INE093R01011,Industrial Machinery,Equity
539997,,KPL,KPL.BO,Kwality Pharmaceuticals Ltd,Active,M,10,INE552U01010,Pharmaceuticals,Equity
540005,,LTI,LTI.BO,Larsen & Toubro Infotech Ltd,Active,A,1,INE214T01019,IT Consulting & Software,Equity
540006,,EASTWEST,EASTWEST.BO,East West Holdings Ltd,Active,X,2,INE595R01023,Transportation - Logistics,Equity
540008,,BSLSENETFG,BSLSENETFG.BO,BIRLA SUN LIFE SENSEX ETF,Active,B,10,INF209KB1119,,Equity
540023,,COLORCHIPS,COLORCHIPS.BO,Colorchips New Media Ltd,Active,XT,10,INE621I01026,Broadcasting & Cable TV,Equity
540025,,ADVENZYMES,ADVENZYMES.BO,Advanced Enzyme Technologies Ltd,Active,A,2,INE837H01020,Other Agricultural Products,Equity
540026,,LAHL,LAHL.BO,Ladam Affordable Housing Ltd,Active,XT,5,INE213U01019,Realty,Equity
540027,,PTIL,PTIL.BO,Prabhat Technologies (India) Ltd,Active,T,10,INE171P01019,Specialty Retail,Equity
540047,,DBL,DBL.BO,Dilip Buildcon Ltd,Active,A,10,INE917M01012,Roads & Highways,Equity
540048,,SPAL,SPAL.BO,S.P. Apparels Ltd,Active,B,10,INE212I01016,Other Apparels & Accessories,Equity
540061,,BIGBLOC,BIGBLOC.BO,Bigbloc Construction Ltd,Active,B,10,INE412U01017,Cement & Cement Products,Equity
540062,,GOLDENCREST,GOLDENCREST.BO,Golden Crest Education & Services Ltd,Active,X,10,INE222U01010,Education,Equity
540063,,ECS,ECS.BO,ECS Biztech Ltd,Active,X,10,INE925Q01024,IT Consulting & Software,Equity
540064,,FRETAIL,FRETAIL.BO,Future Retail Ltd,Active,A,2,INE752P01024,Department Stores,Equity
540065,,RBLBANK,RBLBANK.BO,RBL Bank Ltd,Active,A,10,INE976G01028,Banks,Equity
540066,,AMS,AMS.BO,AMS Polymers Ltd,Active,XT,10,INE345U01019,Specialty Chemicals,Equity
540072,,SHIVAEXPO,SHIVAEXPO.BO,Shiva Granito Export Ltd,Active,M,10,INE191V01015,Construction Materials,Equity
540073,,BLS,BLS.BO,BLS International Services Ltd,Active,B,1,INE153T01027,Travel Support Services,Equity
540078,,MITSU,MITSU.BO,Mitsu Chem Plast Ltd,Active,B,10,INE317V01016,Containers & Packaging,Equity
540079,,SPRAYKING,SPRAYKING.BO,Sprayking Agro Equipment Ltd,Active,M,10,INE537U01011,Other Industrial Products,Equity
540080,,NARAYANI,NARAYANI.BO,Narayani Steels Ltd,Active,B,10,INE715T01015,Iron & Steel/Interm.Products,Equity
540081,,GOVNOW,GOVNOW.BO,SAB Events & Governance Now Media Ltd,Active,T,10,INE860T01019,Publishing,Equity
540082,,RSTL,RSTL.BO,Riddhi Steel and Tube Ltd,Active,M,10,INE367U01013,Iron & Steel Products,Equity
540083,,TVVISION,TVVISION.BO,TV Vision Ltd,Active,T,10,INE871L01013,Broadcasting & Cable TV,Equity
540084,,SPICY,SPICY.BO,Spicy Entertainment and Media Ltd,Active,M,10,INE592O01019,Movies & Entertainment,Equity
540097,,VISCO,VISCO.BO,Visco Trade Associates Ltd,Active,X,10,INE890S01018,Other Financial Services,Equity
540108,,TIAANC,TIAANC.BO,Tiaan Consumer Ltd,Active,X,10,INE864T01011,Personal Products,Equity
540115,,LTTS,LTTS.BO,L&T Technology Services Ltd,Active,A,2,INE010V01017,Internet Software & Services,Equity
540124,,GNA,GNA.BO,G N A Axles Ltd,Active,B,10,INE934S01014,Auto Parts & Equipment,Equity
540125,,RADHIKAJWE,RADHIKAJWE.BO,Radhika Jeweltech Ltd,Active,M,10,INE583V01013,Other Apparels & Accessories,Equity
540132,,SIIL,SIIL.BO,Sabrimala Industries India Ltd,Active,X,10,INE400R01018,Comm.Trading  & Distribution,Equity
540133,,ICICIPRULI,ICICIPRULI.BO,ICICI Prudential Life Insurance Company Ltd,Active,A,10,INE726G01019,Life Insurance,Equity
540134,,IISL,IISL.BO,Ishaan Infrastructures and Shelters Ltd,Active,X,10,INE818R01011,Construction & Engineering,Equity
540135,,ARCFIN,ARCFIN.BO,ARC Finance Ltd,Active,X,10,INE202R01018,Other Financial Services,Equity
540136,,HPL,HPL.BO,HPL Electric & Power Ltd,Active,B,10,INE495S01016,Heavy Electrical Equipment,Equity
540143,,SAGARSOFT,SAGARSOFT.BO,Sagarsoft (India) Ltd,Active,X,10,INE184B01012,IT Consulting & Software,Equity
540144,,DRA,DRA.BO,DRA Consultants Ltd,Active,M,10,INE746V01016,Consulting Services,Equity
540145,,VALIANTORG,VALIANTORG.BO,Valiant Organics Ltd,Active,B,10,INE565V01010,Pharmaceuticals,Equity
540146,,ACML,ACML.BO,Aditya Consumer Marketing Ltd,Active,M,10,INE427V01013,Distributors,Equity
540147,,SHASHIJIT,SHASHIJIT.BO,Shashijit Infraprojects Ltd,Active,T,10,INE700V01013,Construction & Engineering,Equity
540148,,BINDALEXPO,BINDALEXPO.BO,Bindal Exports Ltd,Active,M,10,INE564V01013,Other Apparels & Accessories,Equity
540150,,MHEL,MHEL.BO,Mewar Hi-Tech Engineering Ltd,Active,M,10,INE957U01011,Construction & Engineering,Equity
540151,,DIKSAT,DIKSAT.BO,Diksat Transworld Ltd,Active,M,10,INE942P01013,Movies & Entertainment,Equity
540152,,IGRL,IGRL.BO,India Green Reality Ltd,Active,M,10,INE373V01019,Realty,Equity
540153,,ENDURANCE,ENDURANCE.BO,Endurance Technologies Ltd,Active,A,10,INE913H01037,Auto Parts & Equipment,Equity
540154,,IDFSENSEXE,IDFSENSEXE.BO,IDFC SENSEX ETF,Active,B,10,INF194KA1T91,,Equity
540159,,PURPLE,PURPLE.BO,Purple Entertainment Ltd,Active,X,10,INE905R01016,Movies & Entertainment,Equity
540168,,SUPRAP,SUPRAP.BO,Supra Pacific Management Consultancy Ltd,Active,XT,10,INE268T01015,Finance (including NBFCs),Equity
540173,,PNBHOUSING,PNBHOUSING.BO,PNB Housing Finance Ltd,Active,A,10,INE572E01012,Housing Finance,Equity
540174,,SOUTHERNIN,SOUTHERNIN.BO,Southern Infosys Ltd,Active,XT,10,INE298B01010,IT Consulting & Software,Equity
540175,,REGENCY,REGENCY.BO,Regency Fincorp Ltd,Active,X,10,INE964R01013,Other Financial Services,Equity
540180,,VBL,VBL.BO,Varun Beverages Ltd,Active,A,10,INE200M01013,Non-alcoholic Beverages,Equity
540181,,SALEM,SALEM.BO,Salem Erode Investments Ltd,Active,XT,1,INE894E01028,Finance (including NBFCs),Equity
540190,,FRANKLININD,FRANKLININD.BO,Franklin Industries Ltd,Active,XT,10,INE789R01014,Comm.Trading  & Distribution,Equity
540192,,LKPSEC,LKPSEC.BO,LKP Securities Ltd,Active,X,2,INE341H01023,Other Financial Services,Equity
540198,,OSIAJEE,OSIAJEE.BO,Osiajee Texfab Ltd,Active,X,10,INE186R01013,Textiles,Equity
540199,,CMBL,CMBL.BO,Corporate Merchant Bankers Ltd,Active,XT,10,INE850R01014,Other Financial Services,Equity
540203,,SFL,SFL.BO,Sheela Foam Ltd,Active,A,5,INE916U01025,Furniture-Furnishing-Paints,Equity
540204,,NIDL,NIDL.BO,Narendra Investments (Delhi) Ltd,Active,XT,10,INE666Q01016,Consulting Services,Equity
540205,,AVL,AVL.BO,Aditya Vision Ltd,Active,B,10,INE679V01019,Specialty Retail,Equity
540210,,TMRVL,TMRVL.BO,The Mandhana Retail Ventures Ltd,Active,B,10,INE759V01019,Specialty Retail,Equity
540211,,SIFL,SIFL.BO,Sparkling (India) Finshares Ltd,Active,XT,10,INE181T01010,Finance (including NBFCs),Equity
540212,,TCIEXP,TCIEXP.BO,TCI Express Ltd,Active,A,2,INE586V01016,Transportation - Logistics,Equity
540221,,SHASHANK,SHASHANK.BO,Shashank Traders Ltd,Active,X,10,INE508R01018,Comm.Trading  & Distribution,Equity
540222,,LAURUSLABS,LAURUSLABS.BO,Laurus Labs Ltd,Active,A,2,INE947Q01028,Pharmaceuticals,Equity
540243,,NEWLIGHT,NEWLIGHT.BO,New Light Apparels Ltd,Active,XT,10,INE835U01019,Comm.Trading  & Distribution,Equity
540252,,VSL,VSL.BO,Veeram Securities Ltd,Active,M,10,INE607V01010,Other Apparels & Accessories,Equity
540253,,SNTCL,SNTCL.BO,Shree Nidhi Trading Co. Ltd,Active,XT,10,INE066E01015,Other Financial Services,Equity
540254,,MTPL,MTPL.BO,Marg Techno Projects Ltd,Active,X,10,INE245H01018,Finance (including NBFCs),Equity
540259,,SHANGAR,SHANGAR.BO,Shangar Decor Ltd,Active,X,5,INE118R01024,Sp.Consumer Services,Equity
540266,,GLCL,GLCL.BO,Globe Commercials Ltd,Active,XT,10,INE804Q01013,Comm.Trading  & Distribution,Equity
540268,,DHANVARSHA,DHANVARSHA.BO,Dhanvarsha Finvest Ltd,Active,X,10,INE615R01011,Other Financial Services,Equity
540269,,SKL,SKL.BO,Super Fine Knitters Ltd,Active,M,10,INE459U01018,Other Apparels & Accessories,Equity
540270,,RAIDEEPIND,RAIDEEPIND.BO,Raideep Industries Ltd,Active,XT,10,INE923R01019,Comm.Trading  & Distribution,Equity
540293,,PRICOLLTD,PRICOLLTD.BO,Pricol Ltd,Active,A,1,INE726V01018,Auto Parts & Equipment,Equity
540310,,CFL,CFL.BO,Classic Filaments Ltd,Active,XT,10,INE181U01018,Textiles,Equity
540311,,JITFINFRA,JITFINFRA.BO,JITF Infralogistics Ltd,Active,T,2,INE863T01013,Transport Related Services,Equity
540318,,SUERYAAKNI,SUERYAAKNI.BO,Sueryaa Knitwear Ltd,Active,XT,10,INE249U01013,Textiles,Equity
540332,,TANVI,TANVI.BO,Tanvi Foods (India) Ltd,Active,M,10,INE978V01015,Comm.Trading  & Distribution,Equity
540358,,RMC,RMC.BO,RMC Switchgears Ltd,Active,M,10,INE655V01019,Other Elect.Equip./ Prod.,Equity
540359,,PARMAX,PARMAX.BO,Parmax Pharma Ltd,Active,XT,10,INE240T01014,Pharmaceuticals,Equity
540360,,LLFICL,LLFICL.BO,Leading Leasing Finance And Investment Company Ltd,Active,X,10,INE715Q01011,Other Financial Services,Equity
540361,,DANUBE,DANUBE.BO,Danube Industries Ltd,Active,X,10,INE575D01033,Comm.Trading  & Distribution,Equity
540366,,RADIOCITY,RADIOCITY.BO,Music Broadcast Ltd,Active,B,2,INE919I01024,Broadcasting & Cable TV,Equity
540376,,DMART,DMART.BO,Avenue Supermarts Ltd,Active,A,10,INE192R01011,Department Stores,Equity
540377,,IFL,IFL.BO,IFL Enterprises Ltd,Active,M,10,INE714U01016,Comm.Trading  & Distribution,Equity
540385,,KDLL,KDLL.BO,KD Leisures Ltd,Active,XT,10,INE081R01016,Other Financial Services,Equity
540386,,ONTIC,ONTIC.BO,Ontic Finserve Ltd,Active,XT,10,INE989S01034,Other Financial Services,Equity
540393,,SMLT,SMLT.BO,Sarthak Metals Ltd,Active,M,10,INE017W01010,Iron & Steel Products,Equity
540395,,CHEMCRUX,CHEMCRUX.BO,Chemcrux Enterprises Ltd,Active,M,10,INE298W01016,Specialty Chemicals,Equity
540396,,MANOMAY,MANOMAY.BO,Manomay Tex India Ltd,Active,M,10,INE784W01015,Textiles,Equity
540401,,MAXIMUS,MAXIMUS.BO,Maximus International Ltd,Active,B,10,INE544W01013,Comm.Trading  & Distribution,Equity
540402,,MANAS,MANAS.BO,Manas Properties Ltd,Active,M,10,INE800W01019,Realty,Equity
540403,,CLEDUCATE,CLEDUCATE.BO,CL Educate Ltd,Active,B,10,INE201M01011,Education,Equity
540404,,PRIMEFRESH,PRIMEFRESH.BO,Prime Fresh Ltd,Active,M,10,INE442V01012,Other Agricultural Products,Equity
540405,,OCEANIC,OCEANIC.BO,Oceanic Foods Ltd,Active,T,10,INE711V01010,Other Food Products,Equity
540416,,OCTAWARE,OCTAWARE.BO,Octaware Technologies Ltd,Active,M,10,INE208U01019,Internet Software & Services,Equity
540425,,SHANKARA,SHANKARA.BO,Shankara Building Products Ltd,Active,A,10,INE274V01019,Iron & Steel Products,Equity
540455,,ESCORP,ESCORP.BO,Escorp Asset Management Ltd,Active,M,10,INE953W01016,Other Financial Services,Equity
540467,,PARMSILK,PARMSILK.BO,Parmeshwari Silk Mills Ltd,Active,X,10,INE808R01012,Other Apparels & Accessories,Equity
540468,,KMSMEDI,KMSMEDI.BO,KMS Medisurgi Ltd,Active,M,10,INE870V01014,Healthcare Supplies,Equity
540481,,CLFL,CLFL.BO,Classic Leasing & Finance Ltd,Active,X,10,INE949C01016,Other Financial Services,Equity
540492,,STARLENT,STARLENT.BO,Starlineps Enterprises Ltd,Active,M,5,INE594W01034,Comm.Trading  & Distribution,Equity
540497,,SCHAND,SCHAND.BO,S Chand and Company Ltd,Active,B,5,INE807K01035,Publishing,Equity
540515,,KANUNGO,KANUNGO.BO,Kanungo Financiers Ltd,Active,X,10,INE453S01015,Other Financial Services,Equity
540519,,MEERA,MEERA.BO,Meera Industries Ltd,Active,M,10,INE343X01018,Industrial Machinery,Equity
540530,,HUDCO,HUDCO.BO,Housing & Urban Development Corporation Ltd,Active,A,10,INE031A01017,Housing Finance,Equity
540544,,PSPPROJECT,PSPPROJECT.BO,PSP Projects Ltd,Active,A,10,INE488V01015,Construction & Engineering,Equity
540545,,BGJL,BGJL.BO,Bhakti Gems and Jewellery Ltd,Active,B,10,INE986W01016,Other Apparels & Accessories,Equity
540550,,YUG,YUG.BO,Yug Decor Ltd,Active,M,10,INE796W01019,Specialty Chemicals,Equity
540551,,AXISAEDGG,AXISAEDGG.BO,Axis Equity Advantage Fund- Series 1 Direct Plan- Growth,Active,B,10,INF846K01ZJ4,,Equity
540552,,AXISAEGPG,AXISAEGPG.BO,Axis Equity Advantage Fund- Series 1 Regular Plan- Growth,Active,B,10,INF846K01ZK2,,Equity
540570,,VARIMAN,VARIMAN.BO,Variman Global Enterprises Ltd,Active,XT,10,INE717F01010,Comm.Trading  & Distribution,Equity
540575,,STARCEMENT,STARCEMENT.BO,Star Cement Ltd,Active,A,1,INE460H01021,Cement & Cement Products,Equity
540590,,RIDDHICORP,RIDDHICORP.BO,Riddhi Corporate Services Ltd,Active,T,10,INE325X01015,BPO/KPO,Equity
540591,,HEOFDG1126,HEOFDG1126.BO,HDFC EOF- II- 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund- Series 2- Direct,Active,B,10,INF179KC1AF4,,Equity
540592,,HEOFDD1126,HEOFDD1126.BO,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Direct,Active,B,10,INF179KC1AG2,,Equity
540593,,HEOFRG1126,HEOFRG1126.BO,HDFC EOF- II - 1126D May 2017(1) plan under HDFC Equity Opportunities Fund - Series2 - Regular,Active,B,10,INF179KC1AH0,,Equity
540594,,HEOFRD1126,HEOFRD1126.BO,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Regular,Active,B,10,INF179KC1AI8,,Equity
540595,,TEJASNET,TEJASNET.BO,Tejas Networks Ltd,Active,A,10,INE010J01012,Other Telecom Services,Equity
540596,,ERIS,ERIS.BO,Eris Lifesciences Ltd,Active,A,1,INE406M01024,Pharmaceuticals,Equity
540602,,GTPL,GTPL.BO,GTPL Hathway Ltd,Active,B,10,INE869I01013,Other Telecom Services,Equity
540611,,AUBANK,AUBANK.BO,AU Small Finance Bank Ltd,Active,A,10,INE949L01017,Banks,Equity
540612,,ICICILOVOL,ICICILOVOL.BO,ICICI Prudential Nifty Low Vol 30 ETF,Active,B,10,INF109KB10T8,,Equity
540613,,GEL,GEL.BO,Gautam Exim Ltd,Active,M,10,INE721X01015,Comm.Trading  & Distribution,Equity
540614,,GGENG,GGENG.BO,G G Engineering Ltd,Active,B,10,INE694X01014,Heavy Electrical Equipment,Equity
540615,,7NR,7NR.BO,7NR Retail Ltd,Active,B,10,INE413X01019,Specialty Retail,Equity
540621,,BHAGYAPROP,BHAGYAPROP.BO,Bhagyanagar Properties Ltd,Active,B,2,INE363W01018,Realty,Equity
540634,,HEOFDG1100,HEOFDG1100.BO,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-GROWTH OPTION,Active,B,10,INF179KC1AJ6,,Equity
540635,,HEOFDD1100,HEOFDD1100.BO,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-DIVIDEND PAYOUT OPTION,Active,B,10,INF179KC1AK4,,Equity
540636,,HEOFRG1100,HEOFRG1100.BO,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-GROWTH OPTION,Active,B,10,INF179KC1AL2,,Equity
540637,,HEOFRD1100,HEOFRD1100.BO,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-DIVIDEND PAYOUT OPTION,Active,B,10,INF179KC1AM0,,Equity
540642,,SALASAR,SALASAR.BO,Salasar Techno Engineering Ltd,Active,B,10,INE170V01019,Construction & Engineering,Equity
540647,,GANGESSEC,GANGESSEC.BO,Ganges Securities Ltd,Active,B,10,INE335W01016,Investment Companies,Equity
540648,,PALASHSEC,PALASHSEC.BO,Palash Securities Ltd,Active,B,10,INE471W01019,Investment Companies,Equity
540649,,AVADHSUGAR,AVADHSUGAR.BO,Avadh Sugar & Energy Ltd,Active,B,10,INE349W01017,Sugar,Equity
540650,,MAGADHSUGAR,MAGADHSUGAR.BO,Magadh Sugar & Energy Ltd,Active,B,10,INE347W01011,Sugar,Equity
540651,,JIGAR,JIGAR.BO,Jigar Cables Ltd,Active,M,10,INE943X01015,Other Elect.Equip./ Prod.,Equity
540652,,CTCL,CTCL.BO,Captain Technocast Ltd,Active,M,10,INE931X01010,Other Industrial Goods,Equity
540653,,SINTEXPLAST,SINTEXPLAST.BO,Sintex Plastics Technology Ltd,Active,B,1,INE501W01021,Comm.Trading  & Distribution,Equity
540654,,GSTL,GSTL.BO,Globalspace Technologies Ltd,Active,B,10,INE632W01016,IT Consulting & Software,Equity
540669,,UTINEXT50,UTINEXT50.BO,UTI Nifty Next 50 ETF,Active,B,1,INF789F1AUW9,,Equity
540673,,SIS,SIS.BO,SIS Ltd,Active,A,5,INE285J01028,Sp.Consumer Services,Equity
540678,,COCHINSHIP,COCHINSHIP.BO,Cochin Shipyard Ltd,Active,A,10,INE704P01017,Shipping,Equity
540679,,SMSLIFE,SMSLIFE.BO,SMS Lifesciences India Ltd,Active,B,10,INE320X01016,Pharmaceuticals,Equity
540680,,KIOCL,KIOCL.BO,KIOCL Ltd,Active,B,10,INE880L01014,Iron & Steel/Interm.Products,Equity
540681,,CHOTHANI,CHOTHANI.BO,Chothani Foods Ltd,Active,M,10,INE344X01016,Packaged Foods,Equity
540686,,SMRUTHIORG,SMRUTHIORG.BO,Smruthi Organics Ltd,Active,X,10,INE172E01011,Pharmaceuticals,Equity
540691,,ABCAPITAL,ABCAPITAL.BO,Aditya Birla Capital Ltd,Active,A,10,INE674K01013,Holding Companies,Equity
540692,,APEX,APEX.BO,Apex Frozen Foods Ltd,Active,A,10,INE346W01013,Packaged Foods,Equity
540693,,SHISHIND,SHISHIND.BO,Shish Industries Ltd,Active,T,10,INE145Y01015,Plastic Products,Equity
540694,,ANG,ANG.BO,ANG Lifesciences India Ltd,Active,M,10,INE236W01016,Healthcare Services,Equity
540695,,DWL,DWL.BO,Dhruv Wellness Ltd,Active,MT,10,INE109Y01011,Comm.Trading  & Distribution,Equity
540696,,KCDGROUP,KCDGROUP.BO,KCD Industries India Ltd,Active,XT,5,INE185U01027,Comm.Trading  & Distribution,Equity
540697,,AMFL,AMFL.BO,A & M Febcon Ltd,Active,XT,10,INE319X01018,Industrial Machinery,Equity
540699,,DIXON,DIXON.BO,Dixon Technologies (India) Ltd,Active,A,2,INE935N01020,Consumer Electronics,Equity
540700,,BRNL,BRNL.BO,Bharat Road Network Ltd,Active,B,10,INE727S01012,Roads & Highways,Equity
540701,,DCAL,DCAL.BO,Dishman Carbogen Amcis Ltd,Active,A,2,INE385W01011,Pharmaceuticals,Equity
540702,,LASA,LASA.BO,Lasa Supergenerics Ltd,Active,B,10,INE670X01014,Healthcare Services,Equity
540703,,PROVESTSER,PROVESTSER.BO,Provestment Services Ltd,Active,X,10,INE438C01010,Consulting Services,Equity
540704,,MATRIMONY,MATRIMONY.BO,Matrimony.com Ltd,Active,B,5,INE866R01028,Internet Software & Services,Equity
540709,,RELHOME,RELHOME.BO,Reliance Home Finance Ltd,Active,B,10,INE217K01011,Housing Finance,Equity
540710,,CAPACITE,CAPACITE.BO,Capacite Infraprojects Ltd,Active,B,10,INE264T01014,Construction & Engineering,Equity
540715,,SAGAR,SAGAR.BO,Sagar Diamonds Ltd,Active,M,10,INE146Y01013,Other Apparels & Accessories,Equity
540716,,ICICIGI,ICICIGI.BO,ICICI Lombard General Insurance Company Ltd,Active,A,10,INE765G01017,General Insurance,Equity
540717,,PQIF,PQIF.BO,Polo Queen Industrial and Fintech Ltd,Active,X,10,INE689M01017,Comm.Trading  & Distribution,Equity
540718,,AKM,AKM.BO,AKM Lace and Embrotex Ltd,Active,M,10,INE777X01017,Textiles,Equity
540719,,SBILIFE,SBILIFE.BO,SBI Life Insurance Company Ltd,Active,A,10,INE123W01016,Life Insurance,Equity
540724,,DIAMONDYD,DIAMONDYD.BO,Prataap Snacks Ltd,Active,A,5,INE393P01035,Packaged Foods,Equity
540725,,SISL,SISL.BO,Share India Securities Ltd,Active,B,10,INE932X01018,Other Financial Services,Equity
540726,,TTFL,TTFL.BO,Trident Texofab Ltd,Active,T,10,INE071Y01013,Comm.Trading  & Distribution,Equity
540727,,POOJA,POOJA.BO,Poojawestern Metaliks Ltd,Active,M,10,INE973X01012,Other Industrial Products,Equity
540728,,SAYAJIIND,SAYAJIIND.BO,Sayaji Industries Ltd,Active,X,5,INE327G01032,Diversified,Equity
540729,,VANTABIO,VANTABIO.BO,Vanta Bioscience Ltd,Active,M,10,INE695X01011,Pharmaceuticals,Equity
540730,,MEHAI,MEHAI.BO,Mehai Technology Ltd,Active,B,10,INE062Y01012,Comm.Trading  & Distribution,Equity
540735,,IRIS,IRIS.BO,IRIS Business Services Ltd,Active,M,10,INE864K01010,IT Software Products,Equity
540737,,SGRL,SGRL.BO,Shree Ganesh Remedies Ltd,Active,B,10,INE414Y01015,Pharmaceuticals,Equity
540738,,STL,STL.BO,Shreeji Translogistics Ltd,Active,M,10,INE402Y01010,Transportation - Logistics,Equity
540743,,GODREJAGRO,GODREJAGRO.BO,Godrej Agrovet Ltd,Active,A,10,INE850D01014,Other Agricultural Products,Equity
540744,,MESCON,MESCON.BO,Mideast Integrated Steels Ltd,Active,XT,10,INE170N01016,Iron & Steel/Interm.Products,Equity
540749,,MASFIN,MASFIN.BO,MAS Financial Services Ltd,Active,A,10,INE348L01012,Finance (including NBFCs),Equity
540750,,IEX,IEX.BO,Indian Energy Exchange Ltd,Active,A,1,INE022Q01020,Electric Utilities,Equity
540755,,GICRE,GICRE.BO,General Insurance Corporation of India,Active,A,5,INE481Y01014,General Insurance,Equity
540756,,KAARYAFSL,KAARYAFSL.BO,Kaarya Facilities and Services Ltd,Active,M,10,INE282Y01016,Sp.Consumer Services,Equity
540757,,SCPL,SCPL.BO,Sheetal Cool Products Ltd,Active,M,10,INE501Y01019,Packaged Foods,Equity
540762,,TIINDIA,TIINDIA.BO,Tube Investments of India Ltd,Active,A,1,INE974X01010,Auto Parts & Equipment,Equity
